idade,genero,pcd,ufOndeMora,cargoAtual,nivel,tempoDeExperienciaemDados,tempodeExperienciaEmTi
32,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
48,Masculino,Não,SP,,,Mais de 10 anos,de 1 a 2 anos
29,Feminino,Não,SP,Outra Opção,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,SP,Analytics Engineer,Pleno,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,PR,,,de 5 a 6 anos,de 3 a 4 anos
23,Masculino,Não,MG,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
49,Masculino,Não,SC,Analista de Suporte/Analista Técnico,Sênior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,MG,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Sim,RN,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,de 3 a 4 anos
31,Masculino,Não,,Analista de Suporte/Analista Técnico,Sênior,de 1 a 2 anos,de 1 a 2 anos
32,Feminino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,SC,,,de 7 a 10 anos,de 1 a 2 anos
32,Masculino,Não,SC,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Masculino,Não,RJ,Outra Opção,Júnior,Menos de 1 ano,Menos de 1 ano
31,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,Menos de 1 ano
34,Feminino,Não,MG,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,MG,Analista de Negócios/Business Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,MG,Analytics Engineer,Sênior,de 1 a 2 anos,de 7 a 10 anos
24,Masculino,Não,,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,GO,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
49,Masculino,Não,RS,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,RJ,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 5 a 6 anos,de 7 a 10 anos
34,Masculino,Sim,ES,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,DF,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,de 1 a 2 anos
30,Masculino,Não,MG,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,BA,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Masculino,Não,SP,,,Mais de 10 anos,de 3 a 4 anos
24,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SC,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Menos de 1 ano
27,Masculino,Não,PR,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,SC,Analista de BI/BI Analyst,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
50,Masculino,Não,SP,,,de 3 a 4 anos,de 7 a 10 anos
58,Masculino,Sim,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano
41,Masculino,Não,ES,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,Mais de 10 anos
37,Masculino,Não,RS,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Mais de 10 anos
37,Masculino,Prefiro não informar,,,,Mais de 10 anos,Mais de 10 anos
37,Masculino,Não,MG,Outra Opção,Júnior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Feminino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Feminino,Não,SP,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Feminino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,de 1 a 2 anos
48,Masculino,Não,RJ,,,Mais de 10 anos,Mais de 10 anos
24,Feminino,Não,SP,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Sim,SC,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Menos de 1 ano
30,Masculino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 7 a 10 anos,de 7 a 10 anos
30,Masculino,Não,SP,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Feminino,Não,MG,Cientista de Dados/Data Scientist,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Feminino,Não,RJ,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,PE,,,Menos de 1 ano,de 1 a 2 anos
35,Masculino,Não,RS,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,PE,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,RJ,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,MA,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Feminino,Não,RJ,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,PI,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,de 1 a 2 anos
26,Masculino,Não,PR,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,SP,Analytics Engineer,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
21,Masculino,Não,RS,Analista de Suporte/Analista Técnico,Júnior,Não tenho experiência na área de dados,Menos de 1 ano
34,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,Menos de 1 ano
46,Masculino,Não,SC,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,GO,,,de 1 a 2 anos,Mais de 10 anos
29,Masculino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Feminino,Não,MG,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,SC,Analista de Suporte/Analista Técnico,Sênior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Feminino,Não,PR,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,CE,Analytics Engineer,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Feminino,Não,MT,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 5 a 6 anos
38,Masculino,Não,RS,Arquiteto de Dados/Data Architect,Sênior,de 7 a 10 anos,Mais de 10 anos
38,Masculino,Não,PR,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,de 3 a 4 anos
38,Masculino,Não,PR,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de 1 a 2 anos,de 7 a 10 anos
39,Masculino,Não,SP,Analytics Engineer,Sênior,de 5 a 6 anos,Mais de 10 anos
44,Masculino,Não,MG,,,de 1 a 2 anos,de 3 a 4 anos
32,Masculino,Não,RJ,Analista de Suporte/Analista Técnico,Júnior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,ES,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,MG,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SP,,,de 5 a 6 anos,de 5 a 6 anos
46,Masculino,Não,RJ,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
21,Masculino,Não,SP,Analista de Negócios/Business Analyst,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Feminino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Analytics Engineer,Pleno,de 5 a 6 anos,de 5 a 6 anos
44,Masculino,Não,PR,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,SP,,,Mais de 10 anos,de 1 a 2 anos
26,Masculino,Não,ES,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,de 3 a 4 anos
31,Feminino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,CE,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano
30,Masculino,Não,RS,Analista de Suporte/Analista Técnico,Sênior,Não tenho experiência na área de dados,Menos de 1 ano
24,Masculino,Não,MG,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,de 3 a 4 anos
30,Feminino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,MG,Outra Opção,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
42,Masculino,Não,DF,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,Mais de 10 anos
40,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,de 5 a 6 anos
23,Masculino,Não,SC,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Feminino,Não,RJ,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,PR,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
50,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Mais de 10 anos
31,Masculino,Não,CE,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,SP,,,de 5 a 6 anos,de 3 a 4 anos
26,Masculino,Não,RJ,Cientista de Dados/Data Scientist,Júnior,de 3 a 4 anos,de 1 a 2 anos
29,Masculino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,,Outra Opção,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,SP,,,Mais de 10 anos,Menos de 1 ano
35,Masculino,Não,,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
44,Masculino,Não,MG,Analista de Suporte/Analista Técnico,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
47,Masculino,Não,SP,Arquiteto de Dados/Data Architect,Pleno,Mais de 10 anos,de 3 a 4 anos
31,Feminino,Não,DF,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,PR,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Mais de 10 anos,de 1 a 2 anos
